depnum,dep,Code,name,AbsExp,Exprimes,PourcentageExpIns,PourcentageExpVot,Code1,Candidat1,Voix1,Pourcentage1,Code2,Candidat2,Voix2,Pourcentage2,Code3,Candidat3,Voix3,Pourcentage3,RNExp,LREMExp,LRExp,EEVExp,FIExp,PSExp
17,Charente-Maritime,17258,Neuillac,52.7,107.0,44.4,93.9,5,Rassemblement National,42.0,39.3,27,Parti socialiste - Place Publique,18.0,16.8,11,Renaissance,12.0,11.2,1.9,11.2,8.4,6.5,4.7,16.8,
17,Charente-Maritime,17259,Neulles,39.3,69.0,56.6,93.2,5,Rassemblement National,18.0,26.1,11,Renaissance,13.0,18.8,27,Parti socialiste - Place Publique,12.0,17.4,10.1,18.8,7.2,1.4,4.3,17.4,
17,Charente-Maritime,17260,Neuvicq,47.6,173.0,49.3,94.0,5,Rassemblement National,69.0,39.9,50,Résistons,29.0,16.8,27,Parti socialiste - Place Publique,20.0,11.6,4.6,7.5,4.0,6.4,2.9,11.6,
17,Charente-Maritime,17261,Neuvicq-le-Château,46.0,151.0,50.7,93.8,5,Rassemblement National,76.0,50.3,27,Parti socialiste - Place Publique,19.0,12.6,3,Reconquête et CNIP,12.0,7.9,7.9,7.3,4.6,2.0,6.6,12.6,
17,Charente-Maritime,17263,Nieul-le-Virouil,47.1,232.0,49.0,92.8,5,Rassemblement National,86.0,37.1,50,Résistons,32.0,13.8,11,Renaissance,31.0,13.4,8.6,13.4,4.7,3.0,0.4,9.9,
17,Charente-Maritime,17262,Nieul-lès-Saintes,44.2,520.0,53.9,96.7,5,Rassemblement National,204.0,39.2,11,Renaissance,71.0,13.7,27,Parti socialiste - Place Publique,62.0,11.9,5.4,13.7,7.1,4.8,3.8,11.9,
17,Charente-Maritime,17264,Nieul-sur-Mer,40.7,2856.0,57.9,97.6,5,Rassemblement National,626.0,21.9,27,Parti socialiste - Place Publique,622.0,21.8,11,Renaissance,576.0,20.2,4.7,20.2,6.3,8.4,4.6,21.8,
17,Charente-Maritime,17265,Nieulle-s./ Seudre,45.8,456.0,52.3,96.4,5,Rassemblement National,217.0,47.6,11,Renaissance,47.0,10.3,27,Parti socialiste - Place Publique,46.0,10.1,4.6,10.3,3.9,3.3,3.3,10.1,
17,Charente-Maritime,17267,Nuaillé-d'Aunis,44.1,428.0,53.8,96.2,5,Rassemblement National,163.0,38.1,27,Parti socialiste - Place Publique,69.0,16.1,11,Renaissance,48.0,11.2,1.9,11.2,7.5,6.1,5.6,16.1,
17,Charente-Maritime,17268,Nuaillé-s/ Bout.,30.9,105.0,64.8,93.8,5,Rassemblement National,36.0,34.3,27,Parti socialiste - Place Publique,18.0,17.1,11,Renaissance,12.0,11.4,2.9,11.4,9.5,8.6,0.0,17.1,
17,Charente-Maritime,17269,Orignolles,47.4,282.0,49.6,94.3,5,Rassemblement National,133.0,47.2,11,Renaissance,43.0,15.2,27,Parti socialiste - Place Publique,23.0,8.2,3.9,15.2,5.7,3.2,5.0,8.2,
17,Charente-Maritime,17270,Ozillac,41.4,260.0,57.5,98.1,5,Rassemblement National,86.0,33.1,11,Renaissance,37.0,14.2,27,Parti socialiste - Place Publique,34.0,13.1,6.2,14.2,8.5,3.8,5.8,13.1,
17,Charente-Maritime,17271,Paillé,45.5,138.0,52.3,95.8,5,Rassemblement National,65.0,47.1,27,Parti socialiste - Place Publique,16.0,11.6,50,Résistons,14.0,10.1,8.0,4.3,1.4,1.4,2.2,11.6,
17,Charente-Maritime,17273,Pérignac,44.3,404.0,51.5,92.4,5,Rassemblement National,135.0,33.4,11,Renaissance,70.0,17.3,27,Parti socialiste - Place Publique,57.0,14.1,6.4,17.3,6.2,3.0,5.7,14.1,
17,Charente-Maritime,17274,Périgny,43.3,3673.0,55.5,98.0,5,Rassemblement National,826.0,22.5,27,Parti socialiste - Place Publique,752.0,20.5,11,Renaissance,723.0,19.7,4.0,19.7,7.7,7.4,6.6,20.5,
17,Charente-Maritime,17275,Pessines,41.0,415.0,56.8,96.3,5,Rassemblement National,156.0,37.6,11,Renaissance,70.0,16.9,27,Parti socialiste - Place Publique,38.0,9.2,5.3,16.9,5.3,3.6,6.7,9.2,
17,Charente-Maritime,17278,Pisany,43.8,302.0,54.4,96.8,5,Rassemblement National,107.0,35.4,27,Parti socialiste - Place Publique,53.0,17.5,11,Renaissance,45.0,14.9,6.3,14.9,4.3,4.6,4.0,17.5,
17,Charente-Maritime,17279,Plassac,46.7,268.0,50.7,95.0,5,Rassemblement National,116.0,43.3,50,Résistons,40.0,14.9,11,Renaissance,29.0,10.8,4.1,10.8,6.3,1.5,4.5,5.6,
17,Charente-Maritime,17280,Plassay,39.0,340.0,58.6,96.0,5,Rassemblement National,150.0,44.1,11,Renaissance,36.0,10.6,27,Parti socialiste - Place Publique,32.0,9.4,5.3,10.6,7.4,4.1,2.9,9.4,
17,Charente-Maritime,17281,Polignac,41.3,70.0,55.6,94.6,5,Rassemblement National,27.0,38.6,27,Parti socialiste - Place Publique,13.0,18.6,4,La France insoumise,6.0,8.6,4.3,5.7,7.1,4.3,8.6,18.6,
17,Charente-Maritime,17282,Pommiers-Moulons,40.3,110.0,59.1,99.1,5,Rassemblement National,32.0,29.1,11,Renaissance,24.0,21.8,27,Parti socialiste - Place Publique,12.0,10.9,2.7,21.8,8.2,4.5,5.5,10.9,
17,Charente-Maritime,17283,Pons,51.7,1466.0,46.6,96.5,5,Rassemblement National,525.0,35.8,11,Renaissance,240.0,16.4,27,Parti socialiste - Place Publique,166.0,11.3,6.4,16.4,6.5,4.0,7.2,11.3,
17,Charente-Maritime,17284,Pont-l'Abbé-d'A.,47.4,768.0,51.4,97.7,5,Rassemblement National,290.0,37.8,11,Renaissance,111.0,14.5,27,Parti socialiste - Place Publique,76.0,9.9,6.8,14.5,8.6,3.8,3.0,9.9,
17,Charente-Maritime,17285,Port-d'Envaux,35.8,599.0,63.0,98.0,5,Rassemblement National,209.0,34.9,11,Renaissance,89.0,14.9,27,Parti socialiste - Place Publique,80.0,13.4,5.0,14.9,4.3,7.3,5.8,13.4,
17,Charente-Maritime,17484,Port-des-Barques,39.0,992.0,59.6,97.7,5,Rassemblement National,375.0,37.8,11,Renaissance,130.0,13.1,27,Parti socialiste - Place Publique,129.0,13.0,9.0,13.1,6.4,4.1,2.8,13.0,
17,Charente-Maritime,17287,Pouillac,52.8,98.0,45.4,96.1,5,Rassemblement National,37.0,37.8,3,Reconquête et CNIP,12.0,12.2,27,Parti socialiste - Place Publique,12.0,12.2,12.2,4.1,7.1,2.0,5.1,12.2,
17,Charente-Maritime,17288,Poursay-Garnaud,45.2,122.0,53.5,97.6,5,Rassemblement National,73.0,59.8,11,Renaissance,13.0,10.7,18,Les Républicains,10.0,8.2,2.5,10.7,8.2,0.8,1.6,7.4,
17,Charente-Maritime,17289,Préguillac,34.3,237.0,63.0,96.0,5,Rassemblement National,77.0,32.5,11,Renaissance,38.0,16.0,27,Parti socialiste - Place Publique,34.0,14.3,5.5,16.0,7.6,7.6,2.5,14.3,
17,Charente-Maritime,17290,Prignac,50.4,117.0,48.3,97.5,5,Rassemblement National,50.0,42.7,11,Renaissance,15.0,12.8,27,Parti socialiste - Place Publique,13.0,11.1,10.3,12.8,2.6,3.4,4.3,11.1,
17,Charente-Maritime,17291,Puilboreau,48.8,2453.0,50.1,98.0,5,Rassemblement National,648.0,26.4,27,Parti socialiste - Place Publique,500.0,20.4,11,Renaissance,466.0,19.0,4.7,19.0,6.5,6.1,5.3,20.4,
17,Charente-Maritime,17292,Puy-du-Lac,46.5,205.0,51.2,95.8,5,Rassemblement National,92.0,44.9,11,Renaissance,21.0,10.2,27,Parti socialiste - Place Publique,17.0,8.3,4.9,10.2,6.3,2.4,2.9,8.3,
17,Charente-Maritime,17293,Puyravault,43.3,285.0,54.2,95.6,5,Rassemblement National,90.0,31.6,27,Parti socialiste - Place Publique,51.0,17.9,11,Renaissance,48.0,16.8,4.9,16.8,3.5,4.6,5.3,17.9,
17,Charente-Maritime,17294,Puyrolland,39.9,85.0,59.4,98.8,5,Rassemblement National,35.0,41.2,11,Renaissance,9.0,10.6,6,Les Écologistes-EELV,7.0,8.2,2.4,10.6,8.2,8.2,3.5,7.1,
17,Charente-Maritime,17295,Réaux sur Trèfle,47.3,328.0,50.7,96.2,5,Rassemblement National,114.0,34.8,11,Renaissance,54.0,16.5,27,Parti socialiste - Place Publique,44.0,13.4,4.3,16.5,7.6,4.3,4.9,13.4,
17,Charente-Maritime,17296,Rétaud,44.4,481.0,54.4,97.8,5,Rassemblement National,183.0,38.0,27,Parti socialiste - Place Publique,68.0,14.1,11,Renaissance,52.0,10.8,6.9,10.8,5.8,3.5,6.0,14.1,
17,Charente-Maritime,17298,Rioux,45.6,361.0,51.8,95.3,5,Rassemblement National,155.0,42.9,27,Parti socialiste - Place Publique,50.0,13.9,11,Renaissance,41.0,11.4,5.8,11.4,7.8,2.2,3.9,13.9,
17,Charente-Maritime,17297,Rivedoux-Plage,42.3,1301.0,56.4,97.7,11,Renaissance,320.0,24.6,5,Rassemblement National,288.0,22.1,27,Parti socialiste - Place Publique,199.0,15.3,6.1,24.6,10.0,5.8,3.9,15.3,
17,Charente-Maritime,17299,Rochefort,48.6,8589.0,50.2,97.6,5,Rassemblement National,2418.0,28.2,27,Parti socialiste - Place Publique,1579.0,18.4,11,Renaissance,1321.0,15.4,5.3,15.4,6.1,7.0,7.9,18.4,
17,Charente-Maritime,17301,Romazières,33.9,41.0,66.1,100.0,5,Rassemblement National,15.0,36.6,11,Renaissance,8.0,19.5,6,Les Écologistes-EELV,5.0,12.2,0.0,19.5,2.4,12.2,0.0,12.2,
17,Charente-Maritime,17302,Romegoux,49.0,258.0,49.4,97.0,5,Rassemblement National,116.0,45.0,11,Renaissance,28.0,10.9,27,Parti socialiste - Place Publique,27.0,10.5,5.8,10.9,5.4,4.7,3.9,10.5,
17,Charente-Maritime,17304,Rouffiac,41.3,204.0,53.7,91.5,5,Rassemblement National,82.0,40.2,11,Renaissance,38.0,18.6,27,Parti socialiste - Place Publique,26.0,12.7,5.9,18.6,5.4,2.9,2.0,12.7,
17,Charente-Maritime,17305,Rouffignac,50.8,154.0,47.4,96.2,5,Rassemblement National,63.0,40.9,27,Parti socialiste - Place Publique,11.0,7.1,4,La France insoumise,10.0,6.5,3.9,6.5,3.9,3.2,6.5,7.1,
17,Charente-Maritime,17306,Royan,42.0,9403.0,56.6,97.6,5,Rassemblement National,2887.0,30.7,11,Renaissance,2090.0,22.2,27,Parti socialiste - Place Publique,1312.0,14.0,8.1,22.2,9.9,3.5,3.0,14.0,
17,Charente-Maritime,17307,Sablonceaux,49.2,594.0,49.0,96.4,5,Rassemblement National,246.0,41.4,11,Renaissance,73.0,12.3,6,Les Écologistes-EELV,53.0,8.9,5.2,12.3,7.6,8.9,3.0,8.1,
17,Charente-Maritime,17308,Saint-Agnant,44.9,1146.0,53.5,97.1,5,Rassemblement National,486.0,42.4,27,Parti socialiste - Place Publique,135.0,11.8,11,Renaissance,134.0,11.7,4.6,11.7,6.3,4.5,5.5,11.8,
17,Charente-Maritime,17321,Saint-Crépin,44.6,132.0,52.6,95.0,5,Rassemblement National,45.0,34.1,11,Renaissance,22.0,16.7,50,Résistons,15.0,11.4,1.5,16.7,8.3,4.5,5.3,9.1,
17,Charente-Maritime,17327,Saint-Félix,41.7,120.0,55.6,95.2,5,Rassemblement National,43.0,35.8,27,Parti socialiste - Place Publique,18.0,15.0,18,Les Républicains,13.0,10.8,5.0,4.2,10.8,9.2,7.5,15.0,
17,Charente-Maritime,17329,Saint-Froult,42.9,152.0,55.3,96.8,5,Rassemblement National,58.0,38.2,27,Parti socialiste - Place Publique,20.0,13.2,11,Renaissance,17.0,11.2,4.6,11.2,4.6,6.6,7.2,13.2,
17,Charente-Maritime,17347,Saint-Jean-d'Angély,53.8,2376.0,44.8,97.0,5,Rassemblement National,732.0,30.8,27,Parti socialiste - Place Publique,404.0,17.0,11,Renaissance,367.0,15.4,5.3,15.4,7.4,5.6,6.3,17.0,
17,Charente-Maritime,17348,Saint-Jean-d'Angle,42.3,258.0,54.3,94.2,5,Rassemblement National,118.0,45.7,27,Parti socialiste - Place Publique,25.0,9.7,11,Renaissance,24.0,9.3,3.1,9.3,7.0,5.8,5.4,9.7,
17,Charente-Maritime,17351,Saint-Just-Luzac,47.5,865.0,51.5,98.2,5,Rassemblement National,412.0,47.6,27,Parti socialiste - Place Publique,105.0,12.1,11,Renaissance,93.0,10.8,5.0,10.8,2.8,3.5,3.6,12.1,
17,Charente-Maritime,17356,Saint-Loup,40.8,147.0,56.5,95.5,5,Rassemblement National,51.0,34.7,11,Renaissance,24.0,16.3,3,Reconquête et CNIP,14.0,9.5,9.5,16.3,6.8,7.5,4.8,7.5,
17,Charente-Maritime,17397,Saint-Savinien,44.7,1072.0,53.4,96.7,5,Rassemblement National,346.0,32.3,11,Renaissance,166.0,15.5,27,Parti socialiste - Place Publique,163.0,15.2,3.8,15.5,6.0,5.8,5.8,15.2,
17,Charente-Maritime,17406,Saint-Sornin,40.5,173.0,55.6,93.5,5,Rassemblement National,69.0,39.9,11,Renaissance,26.0,15.0,27,Parti socialiste - Place Publique,15.0,8.7,4.0,15.0,5.8,6.9,2.3,8.7,
17,Charente-Maritime,17414,Saint-Xandre,45.7,2414.0,53.1,97.8,5,Rassemblement National,669.0,27.7,27,Parti socialiste - Place Publique,490.0,20.3,11,Renaissance,445.0,18.4,4.8,18.4,6.5,6.3,4.9,20.3,
17,Charente-Maritime,17415,Saintes,46.9,9604.0,51.6,97.1,5,Rassemblement National,2533.0,26.4,27,Parti socialiste - Place Publique,1823.0,19.0,11,Renaissance,1579.0,16.4,4.7,16.4,6.3,7.0,7.8,19.0,
17,Charente-Maritime,17416,Saleignes,35.0,26.0,65.0,100.0,5,Rassemblement National,7.0,26.9,50,Résistons,6.0,23.1,11,Renaissance,5.0,19.2,0.0,19.2,0.0,3.8,7.7,11.5,
17,Charente-Maritime,17417,Salignac-de-Mir.,40.5,72.0,57.1,96.0,5,Rassemblement National,19.0,26.4,18,Les Républicains,14.0,19.4,27,Parti socialiste - Place Publique,10.0,13.9,9.7,4.2,19.4,1.4,8.3,13.9,
17,Charente-Maritime,17418,Salignac-sur-Ch.,41.7,297.0,55.0,94.3,5,Rassemblement National,106.0,35.7,11,Renaissance,52.0,17.5,27,Parti socialiste - Place Publique,33.0,11.1,7.1,17.5,8.8,2.7,4.0,11.1,
17,Charente-Maritime,17420,Salles-sur-Mer,41.3,1187.0,57.6,98.2,5,Rassemblement National,311.0,26.2,11,Renaissance,236.0,19.9,27,Parti socialiste - Place Publique,208.0,17.5,7.3,19.9,6.7,6.5,4.7,17.5,
17,Charente-Maritime,17421,Saujon,44.0,3104.0,54.4,97.0,5,Rassemblement National,1212.0,39.0,11,Renaissance,482.0,15.5,27,Parti socialiste - Place Publique,410.0,13.2,7.3,15.5,5.8,4.8,3.5,13.2,
17,Charente-Maritime,17422,Seigné,52.4,39.0,47.6,100.0,5,Rassemblement National,18.0,46.2,11,Renaissance,7.0,17.9,50,Union populaire républicaine,3.0,7.7,5.1,17.9,7.7,2.6,2.6,7.7,
17,Charente-Maritime,17423,Semillac,45.8,28.0,47.5,87.5,5,Rassemblement National,9.0,32.1,11,Renaissance,6.0,21.4,3,Reconquête et CNIP,3.0,10.7,10.7,21.4,10.7,0.0,0.0,0.0,
17,Charente-Maritime,17424,Semoussac,42.5,150.0,54.9,95.5,5,Rassemblement National,72.0,48.0,27,Parti socialiste - Place Publique,18.0,12.0,50,Résistons,15.0,10.0,7.3,9.3,2.7,2.7,0.7,12.0,
17,Charente-Maritime,17425,Semussac,44.9,1109.0,53.2,96.5,5,Rassemblement National,507.0,45.7,11,Renaissance,151.0,13.6,27,Parti socialiste - Place Publique,125.0,11.3,5.1,13.6,5.7,3.3,3.0,11.3,
17,Charente-Maritime,17427,Siecq,34.4,103.0,64.4,98.1,5,Rassemblement National,32.0,31.1,11,Renaissance,19.0,18.4,27,Parti socialiste - Place Publique,17.0,16.5,9.7,18.4,13.6,1.9,1.9,16.5,
17,Charente-Maritime,17428,Sonnac,49.5,185.0,48.7,96.4,5,Rassemblement National,65.0,35.1,27,Parti socialiste - Place Publique,27.0,14.6,11,Renaissance,21.0,11.4,5.9,11.4,7.6,7.6,4.9,14.6,
17,Charente-Maritime,17429,Soubise,41.0,1028.0,56.6,95.9,5,Rassemblement National,369.0,35.9,11,Renaissance,157.0,15.3,27,Parti socialiste - Place Publique,145.0,14.1,5.5,15.3,7.0,4.7,5.4,14.1,
17,Charente-Maritime,17430,Soubran,37.8,175.0,59.1,95.1,5,Rassemblement National,86.0,49.1,11,Renaissance,16.0,9.1,27,Parti socialiste - Place Publique,16.0,9.1,4.0,9.1,3.4,5.7,2.3,9.1,
17,Charente-Maritime,17431,Soulignonne,43.4,298.0,54.3,95.8,5,Rassemblement National,118.0,39.6,11,Renaissance,57.0,19.1,27,Parti socialiste - Place Publique,34.0,11.4,4.7,19.1,6.7,3.7,4.0,11.4,
17,Charente-Maritime,17432,Souméras,42.4,169.0,54.7,94.9,5,Rassemblement National,80.0,47.3,11,Renaissance,23.0,13.6,50,Résistons,14.0,8.3,4.7,13.6,1.8,2.4,3.6,6.5,
17,Charente-Maritime,17433,Sousmoulins,38.7,118.0,59.3,96.7,5,Rassemblement National,37.0,31.4,11,Renaissance,22.0,18.6,27,Parti socialiste - Place Publique,19.0,16.1,5.1,18.6,1.7,6.8,5.9,16.1,
17,Charente-Maritime,17309,St-Aigulin,47.4,776.0,50.6,96.3,5,Rassemblement National,382.0,49.2,11,Renaissance,97.0,12.5,27,Parti socialiste - Place Publique,67.0,8.6,6.1,12.5,3.6,2.6,3.7,8.6,
17,Charente-Maritime,17310,St-André-de-Lidon,43.8,516.0,54.5,97.0,5,Rassemblement National,220.0,42.6,11,Renaissance,56.0,10.9,27,Parti socialiste - Place Publique,51.0,9.9,5.4,10.9,6.0,4.3,5.0,9.9,
17,Charente-Maritime,17311,St-Augustin,43.7,663.0,55.1,97.8,5,Rassemblement National,277.0,41.8,11,Renaissance,103.0,15.5,27,Parti socialiste - Place Publique,76.0,11.5,6.6,15.5,6.8,3.2,2.4,11.5,
17,Charente-Maritime,17312,St-Bonnet-s/ Gir.,53.8,274.0,44.3,95.8,5,Rassemblement National,123.0,44.9,11,Renaissance,48.0,17.5,50,Résistons,24.0,8.8,5.5,17.5,5.1,1.8,2.2,6.9,
17,Charente-Maritime,17313,St-Bris-des-Bois,38.8,192.0,59.6,97.5,5,Rassemblement National,70.0,36.5,11,Renaissance,23.0,12.0,27,Parti socialiste - Place Publique,23.0,12.0,5.7,12.0,5.2,2.6,5.2,12.0,
17,Charente-Maritime,17314,St-Césaire,46.6,391.0,52.6,98.5,5,Rassemblement National,156.0,39.9,27,Parti socialiste - Place Publique,57.0,14.6,11,Renaissance,41.0,10.5,3.8,10.5,5.6,5.6,6.1,14.6,
17,Charente-Maritime,17315,St-Christophe,52.6,503.0,45.4,95.8,5,Rassemblement National,171.0,34.0,11,Renaissance,77.0,15.3,27,Parti socialiste - Place Publique,63.0,12.5,4.8,15.3,5.0,6.4,6.6,12.5,
17,Charente-Maritime,17316,St-Ciers-Champagne,45.9,158.0,52.1,96.3,5,Rassemblement National,54.0,34.2,11,Renaissance,33.0,20.9,18,Les Républicains,14.0,8.9,7.0,20.9,8.9,4.4,1.9,7.0,
17,Charente-Maritime,17317,St-Ciers-du-Taillon,46.1,224.0,52.5,97.4,5,Rassemblement National,97.0,43.3,11,Renaissance,38.0,17.0,27,Parti socialiste - Place Publique,22.0,9.8,8.0,17.0,4.9,0.4,1.8,9.8,
17,Charente-Maritime,17318,St-Clément-des-Bal.,35.9,405.0,62.2,97.1,11,Renaissance,114.0,28.1,5,Rassemblement National,95.0,23.5,27,Parti socialiste - Place Publique,60.0,14.8,8.1,28.1,8.4,5.4,3.2,14.8,
17,Charente-Maritime,17320,St-Coutant-le-Grand,46.3,154.0,52.4,97.5,5,Rassemblement National,71.0,46.1,27,Parti socialiste - Place Publique,15.0,9.7,6,Les Écologistes-EELV,12.0,7.8,5.8,7.1,4.5,7.8,3.2,9.7,
17,Charente-Maritime,17322,St-Cyr-du-Doret,46.5,199.0,50.3,93.9,5,Rassemblement National,87.0,43.7,11,Renaissance,25.0,12.6,27,Parti socialiste - Place Publique,18.0,9.0,2.0,12.6,5.5,7.0,4.0,9.0,
17,Charente-Maritime,17323,St-Denis-d'Oléron,40.9,771.0,57.5,97.2,5,Rassemblement National,252.0,32.7,11,Renaissance,138.0,17.9,27,Parti socialiste - Place Publique,116.0,15.0,7.3,17.9,7.1,6.0,2.9,15.0,
17,Charente-Maritime,17324,St-Dizant-du-Bois,31.7,69.0,66.3,97.2,5,Rassemblement National,42.0,60.9,11,Renaissance,5.0,7.2,27,Parti socialiste - Place Publique,5.0,7.2,2.9,7.2,2.9,1.4,2.9,7.2,
17,Charente-Maritime,17325,St-Dizant-du-Gua,50.2,204.0,47.4,95.3,5,Rassemblement National,83.0,40.7,27,Parti socialiste - Place Publique,22.0,10.8,50,Résistons,22.0,10.8,6.9,9.8,4.4,2.5,1.5,10.8,
17,Charente-Maritime,17326,St-Eugène,46.3,119.0,51.5,96.0,5,Rassemblement National,45.0,37.8,18,Les Républicains,19.0,16.0,11,Renaissance,15.0,12.6,2.5,12.6,16.0,5.0,2.5,5.9,
17,Charente-Maritime,17328,St-Fort-s/ Gironde,41.2,408.0,56.7,96.5,5,Rassemblement National,167.0,40.9,11,Renaissance,69.0,16.9,50,Résistons,50.0,12.3,6.1,16.9,4.4,2.0,2.5,8.3,
17,Charente-Maritime,17331,St-Genis-de-Saint.,48.2,473.0,50.8,98.1,5,Rassemblement National,179.0,37.8,11,Renaissance,85.0,18.0,27,Parti socialiste - Place Publique,48.0,10.1,4.9,18.0,8.7,3.4,2.7,10.1,
17,Charente-Maritime,17332,St-Georges-Antignac,45.0,159.0,51.8,94.1,5,Rassemblement National,58.0,36.5,11,Renaissance,22.0,13.8,18,Les Républicains,17.0,10.7,6.9,13.8,10.7,3.1,3.1,9.4,
17,Charente-Maritime,17337,St-Georges-d'Oléron,41.9,2088.0,56.6,97.5,5,Rassemblement National,750.0,35.9,11,Renaissance,326.0,15.6,27,Parti socialiste - Place Publique,316.0,15.1,5.7,15.6,6.4,3.5,4.9,15.1,
17,Charente-Maritime,17333,St-Georges-de-Did.,42.8,2871.0,56.1,98.1,5,Rassemblement National,856.0,29.8,11,Renaissance,649.0,22.6,27,Parti socialiste - Place Publique,467.0,16.3,7.5,22.6,9.2,3.6,3.0,16.3,
17,Charente-Maritime,17334,St-Georges-de-Long.,42.5,97.0,55.7,97.0,5,Rassemblement National,40.0,41.2,11,Renaissance,14.0,14.4,3,Reconquête et CNIP,10.0,10.3,10.3,14.4,6.2,1.0,4.1,9.3,
17,Charente-Maritime,17335,St-Georges-des-Ag.,42.9,116.0,55.2,96.7,5,Rassemblement National,41.0,35.3,50,Résistons,16.0,13.8,27,Parti socialiste - Place Publique,12.0,10.3,6.0,8.6,4.3,5.2,3.4,10.3,
17,Charente-Maritime,17336,St-Georges-des-Cot.,39.2,1352.0,58.7,96.6,5,Rassemblement National,443.0,32.8,11,Renaissance,264.0,19.5,27,Parti socialiste - Place Publique,192.0,14.2,7.2,19.5,6.2,4.6,4.6,14.2,
17,Charente-Maritime,17338,St-Georges-du-Bois,49.4,726.0,49.5,97.7,5,Rassemblement National,279.0,38.4,27,Parti socialiste - Place Publique,89.0,12.3,11,Renaissance,78.0,10.7,5.1,10.7,5.2,4.5,5.9,12.3,
17,Charente-Maritime,17339,St-Germain-de-Lus.,42.7,546.0,54.7,95.5,5,Rassemblement National,193.0,35.3,11,Renaissance,116.0,21.2,27,Parti socialiste - Place Publique,78.0,14.3,3.5,21.2,4.4,5.1,1.5,14.3,
17,Charente-Maritime,17341,St-Germain-de-Vib.,42.2,90.0,55.9,96.8,5,Rassemblement National,42.0,46.7,27,Parti socialiste - Place Publique,11.0,12.2,50,Résistons,10.0,11.1,3.3,8.9,7.8,1.1,2.2,12.2,
17,Charente-Maritime,17342,St-Germain-du-S.,46.8,158.0,50.0,94.0,5,Rassemblement National,69.0,43.7,11,Renaissance,21.0,13.3,27,Parti socialiste - Place Publique,19.0,12.0,4.4,13.3,3.8,3.8,3.2,12.0,
17,Charente-Maritime,17343,St-Grégoire-d'A.,53.3,54.0,45.0,96.4,5,Rassemblement National,19.0,35.2,11,Renaissance,13.0,24.1,3,Reconquête et CNIP,8.0,14.8,14.8,24.1,0.0,0.0,0.0,5.6,
17,Charente-Maritime,17344,St-Hilaire-de-Vill.,48.8,519.0,49.9,97.4,5,Rassemblement National,206.0,39.7,11,Renaissance,68.0,13.1,27,Parti socialiste - Place Publique,64.0,12.3,4.2,13.1,5.4,4.2,6.7,12.3,
17,Charente-Maritime,17345,St-Hilaire-du-Bois,47.5,138.0,48.6,92.6,5,Rassemblement National,58.0,42.0,11,Renaissance,14.0,10.1,27,Parti socialiste - Place Publique,14.0,10.1,5.1,10.1,5.1,2.2,2.2,10.1,
17,Charente-Maritime,17346,St-Hippolyte,49.8,511.0,47.9,95.5,5,Rassemblement National,221.0,43.2,11,Renaissance,67.0,13.1,27,Parti socialiste - Place Publique,53.0,10.4,5.5,13.1,5.5,4.9,4.1,10.4,
17,Charente-Maritime,17349,St-Jean-de-Liversay,51.2,1010.0,46.9,96.1,5,Rassemblement National,359.0,35.5,11,Renaissance,170.0,16.8,27,Parti socialiste - Place Publique,126.0,12.5,2.7,16.8,5.7,5.3,5.0,12.5,
17,Charente-Maritime,17350,St-Julien-de-l'Escap,41.9,424.0,56.0,96.4,5,Rassemblement National,163.0,38.4,11,Renaissance,58.0,13.7,27,Parti socialiste - Place Publique,52.0,12.3,7.5,13.7,4.0,3.5,1.9,12.3,
17,Charente-Maritime,17353,St-Laurent-de-la-P.,41.7,1072.0,57.3,98.3,5,Rassemblement National,346.0,32.3,11,Renaissance,173.0,16.1,27,Parti socialiste - Place Publique,173.0,16.1,4.6,16.1,5.7,6.2,6.4,16.1,
17,Charente-Maritime,17354,St-Léger,39.6,320.0,58.4,96.7,5,Rassemblement National,148.0,46.2,11,Renaissance,39.0,12.2,27,Parti socialiste - Place Publique,27.0,8.4,5.9,12.2,4.4,1.9,2.5,8.4,
17,Charente-Maritime,17357,St-Maigrin,51.1,205.0,46.4,94.9,5,Rassemblement National,66.0,32.2,11,Renaissance,33.0,16.1,50,Résistons,24.0,11.7,6.8,16.1,3.9,2.0,5.4,8.3,
17,Charente-Maritime,17358,St-Mandé-s/ Bréd.,43.8,119.0,53.1,94.4,5,Rassemblement National,50.0,42.0,11,Renaissance,20.0,16.8,27,Parti socialiste - Place Publique,13.0,10.9,5.9,16.8,7.6,0.8,0.8,10.9,
17,Charente-Maritime,17359,St-Mard,46.2,473.0,51.8,96.3,5,Rassemblement National,180.0,38.1,27,Parti socialiste - Place Publique,61.0,12.9,11,Renaissance,55.0,11.6,5.7,11.6,4.4,3.4,3.2,12.9,
17,Charente-Maritime,17361,St-Martial,46.0,51.0,51.0,94.4,5,Rassemblement National,17.0,33.3,27,Parti socialiste - Place Publique,7.0,13.7,11,Renaissance,6.0,11.8,2.0,11.8,7.8,0.0,7.8,13.7,
17,Charente-Maritime,17362,St-Martial-de-Mir.,40.9,125.0,58.1,98.4,5,Rassemblement National,53.0,42.4,11,Renaissance,15.0,12.0,27,Parti socialiste - Place Publique,13.0,10.4,4.8,12.0,7.2,3.2,3.2,10.4,
